Height(Centimeter);Weight(Kilograms);Gender;BMI;Skin Color;Clothes Color;Pants Color
174.4281246;58.4062749288;Male;Ideal;(119, 78, 58);(105, 183, 232);(153, 78, 157)
169.8774352;66.08096085039999;Male;Ideal;(243, 214, 200);(84, 246, 100);(98, 19, 11)
171.95464719999998;52.988163848;Female;Underweight;(204, 150, 103);(225, 88, 59);(61, 194, 89)
177.3457718;65.145563428;Male;Ideal;(246, 215, 197);(17, 137, 56);(68, 41, 90)
175.48395180000003;61.20430254;Male;Ideal;(246, 215, 197);(184, 175, 244);(5, 229, 129)
177.58356659999998;66.6879576648;Male;Ideal;(127, 41, 44);(51, 38, 21);(167, 115, 132)
171.02282279999997;57.301596972;Female;Ideal;(204, 150, 103);(237, 232, 206);(161, 26, 208)
178.4842506;56.918493168800005;Female;Underweight;(127, 41, 44);(184, 165, 14);(73, 243, 178)
175.52273760000003;52.484404572799995;Female;Underweight;(246, 215, 197);(2, 65, 192);(54, 214, 45)
166.0742424;56.0137132064;Female;Ideal;(252, 218, 191);(24, 31, 99);(11, 76, 66)
178.2685538;67.0829002192;Male;Ideal;(253, 220, 213);(81, 130, 198);(202, 233, 126)
178.8316718;70.7144031304;Male;Ideal;(119, 78, 58);(207, 30, 87);(85, 113, 53)
169.0211504;58.093432526399994;Male;Ideal;(252, 218, 191);(79, 198, 71);(204, 66, 230)
168.56501720000003;54.1453223992;Female;Ideal;(252, 218, 191);(25, 165, 15);(165, 13, 38)
171.54398;60.6973227616;Male;Ideal;(127, 41, 44);(62, 36, 92);(40, 245, 52)
168.9206172;58.39203213999999;Female;Ideal;(226, 165, 137);(113, 246, 19);(1, 71, 12)
175.2589332;62.3894477176;Male;Ideal;(127, 41, 44);(174, 47, 214);(243, 157, 146)
173.491017;58.858279356800004;Male;Ideal;(252, 218, 191);(207, 111, 42);(135, 178, 191)
170.21187700000002;58.433535808;Male;Ideal;(252, 218, 191);(248, 118, 87);(208, 169, 106)
179.8470368;61.378481867999994;Male;Ideal;(252, 218, 191);(71, 51, 7);(212, 154, 75)
173.2775554;49.7188087896;Female;Underweight;(243, 214, 200);(14, 52, 60);(17, 139, 197)
175.4102156;64.6225264928;Male;Ideal;(204, 150, 103);(42, 44, 67);(24, 217, 151)
172.0368162;60.213884408;Male;Ideal;(252, 218, 191);(18, 115, 242);(31, 66, 52)
170.7278272;46.95924578;Female;Underweight;(252, 218, 191);(208, 25, 104);(216, 137, 83)
171.1137802;56.5764848008;Female;Ideal;(235, 185, 152);(249, 51, 7);(145, 204, 58)
165.7866382;58.6556598104;Female;Ideal;(253, 220, 213);(137, 246, 28);(149, 240, 50)
179.94066120000002;60.78926586000001;Male;Ideal;(246, 215, 197);(193, 26, 177);(125, 149, 0)
177.6080268;63.68291066479999;Male;Ideal;(119, 78, 58);(18, 216, 109);(200, 191, 84)
163.28410319999998;46.6451786792;Female;Underweight;(119, 78, 58);(178, 129, 34);(43, 230, 79)
173.342808;58.2962788688;Male;Ideal;(246, 215, 197);(91, 226, 65);(91, 97, 241)
168.5469832;54.5667093672;Female;Ideal;(204, 150, 103);(10, 87, 122);(197, 88, 1)
173.641385;62.8694841312;Male;Ideal;(243, 214, 200);(223, 169, 30);(175, 17, 48)
166.311326;60.3084129808;Female;Ideal;(252, 218, 191);(158, 240, 247);(162, 132, 176)
177.0874538;52.4458038936;Female;Underweight;(204, 150, 103);(219, 101, 35);(233, 17, 42)
172.0228716;55.575906208;Female;Ideal;(127, 41, 44);(22, 55, 59);(62, 247, 145)
174.3441014;61.0650044368;Male;Ideal;(226, 165, 137);(145, 202, 214);(91, 15, 89)
169.631487;55.2922297712;Female;Ideal;(252, 218, 191);(153, 215, 86);(181, 108, 138)
177.93073379999998;70.4776281064;Male;Ideal;(243, 214, 200);(236, 213, 179);(138, 198, 220)
168.3473392;58.4869689456;Female;Ideal;(119, 78, 58);(152, 166, 191);(199, 222, 39)
175.77302920000002;58.5593168696;Male;Ideal;(226, 165, 137);(185, 172, 10);(255, 133, 79)
175.6024174;63.26397309359999;Male;Ideal;(235, 185, 152);(165, 16, 223);(248, 18, 247)
171.10547440000002;63.9066222392;Male;Ideal;(226, 165, 137);(18, 220, 207);(138, 86, 243)
178.0361438;59.6888970272;Male;Ideal;(246, 215, 197);(98, 115, 4);(46, 187, 112)
178.248564;54.940514534399995;Female;Underweight;(235, 185, 152);(28, 11, 112);(55, 139, 183)
173.2929224;59.6531086184;Male;Ideal;(226, 165, 137);(218, 228, 227);(20, 6, 152)
173.0484728;61.9370350568;Male;Ideal;(243, 214, 200);(7, 149, 86);(87, 61, 158)
178.4161024;64.1785506432;Male;Ideal;(246, 215, 197);(87, 246, 33);(29, 116, 69)
181.57830080000002;63.7797525568;Male;Ideal;(246, 215, 197);(89, 6, 82);(46, 73, 45)
175.7801158;50.8663965496;Female;Underweight;(119, 78, 58);(247, 225, 79);(1, 44, 253)
177.96017239999998;60.535027543999995;Male;Ideal;(127, 41, 44);(6, 186, 88);(8, 216, 224)
179.21485619999999;59.783470959199995;Male;Ideal;(119, 78, 58);(144, 23, 232);(88, 143, 132)
168.3675576;54.443967371999996;Female;Ideal;(127, 41, 44);(3, 174, 191);(240, 204, 6)
161.1014558;55.8359051424;Female;Ideal;(246, 215, 197);(14, 180, 194);(254, 28, 29)
169.5884594;58.1247303744;Male;Ideal;(246, 215, 197);(252, 144, 55);(89, 148, 10)
174.9740214;52.3789444328;Female;Underweight;(252, 218, 191);(115, 173, 21);(101, 61, 121)
164.78082360000002;46.308431978399994;Female;Underweight;(226, 165, 137);(254, 117, 144);(17, 23, 193)
170.4155088;59.127077976;Male;Ideal;(204, 150, 103);(56, 186, 44);(32, 51, 120)
173.60292940000002;60.8648796464;Male;Ideal;(226, 165, 137);(113, 65, 246);(117, 70, 217)
166.6512542;44.742918157359995;Female;Underweight;(235, 185, 152);(203, 190, 247);(90, 78, 134)
172.0989954;51.9634541608;Female;Underweight;(127, 41, 44);(230, 15, 55);(245, 224, 163)
172.773848;56.0148471864;Female;Ideal;(204, 150, 103);(220, 164, 139);(46, 135, 113)
171.8613022;55.813588416;Female;Ideal;(127, 41, 44);(25, 68, 111);(105, 255, 207)
168.439084;57.3690461024;Female;Ideal;(226, 165, 137);(148, 209, 104);(130, 90, 152)
176.37013240000002;58.248923864;Male;Ideal;(204, 150, 103);(221, 113, 251);(133, 135, 35)
162.1440496;57.6942262072;Female;Ideal;(243, 214, 200);(215, 215, 67);(105, 34, 134)
172.0158358;55.3637158704;Female;Ideal;(253, 220, 213);(222, 103, 30);(245, 108, 164)
177.92948919999998;57.881242188799995;Female;Underweight;(204, 150, 103);(68, 241, 50);(219, 253, 11)
178.2724908;59.711894141600006;Male;Ideal;(119, 78, 58);(153, 42, 120);(177, 199, 245)
167.5025352;50.754903636;Female;Underweight;(235, 185, 152);(95, 90, 23);(171, 33, 220)
177.81778000000003;55.355914088;Female;Underweight;(246, 215, 197);(122, 109, 187);(245, 76, 94)
174.27267659999998;58.3113834824;Male;Ideal;(246, 215, 197);(38, 223, 202);(253, 100, 204)
174.7727518;60.1822236864;Male;Ideal;(204, 150, 103);(221, 26, 77);(200, 11, 58)
177.19578479999998;61.717179014399996;Male;Ideal;(253, 220, 213);(174, 40, 109);(88, 225, 31)
166.25669059999998;52.5895925576;Female;Ideal;(243, 214, 200);(26, 212, 30);(197, 45, 192)
174.8163636;62.0986045272;Male;Ideal;(127, 41, 44);(166, 51, 6);(169, 53, 70)
167.13276199999999;54.3767903968;Female;Ideal;(243, 214, 200);(81, 61, 171);(224, 1, 123)
170.72543960000002;49.444022755999995;Female;Underweight;(253, 220, 213);(23, 61, 193);(78, 83, 179)
176.3273334;58.182472636;Male;Ideal;(252, 218, 191);(58, 128, 148);(126, 86, 38)
175.1176584;61.367051349600004;Male;Ideal;(127, 41, 44);(119, 197, 198);(148, 210, 90)
172.57141000000001;48.4689360336;Female;Underweight;(246, 215, 197);(61, 170, 219);(26, 198, 165)
166.68765240000002;55.9251266888;Female;Ideal;(127, 41, 44);(3, 79, 1);(105, 158, 37)
168.9000178;49.6748103656;Female;Underweight;(253, 220, 213);(76, 115, 93);(146, 99, 190)
172.5373486;54.1174718504;Female;Underweight;(127, 41, 44);(0, 182, 0);(76, 213, 25)
174.991141;63.611832798399995;Male;Ideal;(127, 41, 44);(11, 18, 215);(238, 54, 76)
178.41214;60.774115887200004;Male;Ideal;(127, 41, 44);(141, 35, 211);(179, 227, 76)
173.39622419999998;60.1375448744;Male;Ideal;(253, 220, 213);(0, 144, 189);(27, 62, 126)
180.9282894;59.283930089600005;Male;Underweight;(246, 215, 197);(145, 199, 154);(79, 7, 85)
175.50757380000002;52.4187698104;Female;Underweight;(119, 78, 58);(201, 42, 37);(121, 181, 133)
163.5682022;56.1520134072;Female;Ideal;(119, 78, 58);(184, 78, 75);(127, 155, 208)
180.583459;58.124503578399995;Male;Underweight;(235, 185, 152);(92, 171, 75);(96, 19, 186)
173.27544720000003;61.67245484319999;Male;Ideal;(235, 185, 152);(231, 235, 156);(226, 198, 49)
167.4297134;52.9012102616;Female;Ideal;(226, 165, 137);(95, 201, 207);(214, 45, 223)
171.289726;57.5263971672;Female;Ideal;(226, 165, 137);(4, 58, 11);(184, 6, 78)
187.70871780000002;68.6698825496;Male;Ideal;(119, 78, 58);(156, 93, 206);(216, 95, 11)
177.7529846;59.149394702399995;Male;Ideal;(246, 215, 197);(74, 83, 86);(174, 185, 112)
176.5772948;61.7823148256;Male;Ideal;(246, 215, 197);(115, 237, 249);(37, 199, 11)
165.5682998;51.4368338488;Female;Ideal;(127, 41, 44);(184, 176, 79);(133, 152, 0)
172.7420726;56.8480956904;Female;Ideal;(243, 214, 200);(192, 225, 21);(112, 0, 99)
173.579536;57.871353883199994;Female;Ideal;(226, 165, 137);(202, 89, 211);(168, 212, 42)
165.56779179999998;48.6052857888;Female;Underweight;(253, 220, 213);(205, 47, 128);(23, 148, 123)
173.38570860000002;52.8247800096;Female;Underweight;(246, 215, 197);(74, 118, 118);(39, 125, 43)
174.16437100000002;60.708843998400006;Male;Ideal;(204, 150, 103);(29, 185, 135);(25, 196, 167)
163.82174500000002;51.2060462392;Female;Ideal;(127, 41, 44);(171, 218, 36);(32, 111, 206)
174.5247462;59.3102384256;Male;Ideal;(119, 78, 58);(45, 238, 24);(153, 32, 200)
174.9843592;62.485518503200005;Male;Ideal;(243, 214, 200);(161, 192, 69);(143, 111, 2)
176.6318794;56.8820697312;Female;Underweight;(246, 215, 197);(17, 103, 246);(39, 170, 236)
171.19508560000003;62.8070245128;Male;Ideal;(226, 165, 137);(102, 209, 107);(30, 122, 135)
168.84703340000002;54.8022596928;Female;Ideal;(127, 41, 44);(164, 58, 216);(106, 117, 22)
167.6709118;63.5726878088;Female;Ideal;(235, 185, 152);(150, 167, 40);(130, 148, 37)
184.0086236;62.0240340024;Male;Underweight;(226, 165, 137);(90, 78, 8);(166, 54, 85)
162.8811068;48.1324161288;Female;Underweight;(204, 150, 103);(17, 73, 238);(148, 87, 103)
180.2920448;72.1012606704;Male;Ideal;(204, 150, 103);(131, 88, 68);(236, 126, 147)
171.4531496;49.3448221856;Female;Underweight;(252, 218, 191);(212, 49, 56);(12, 184, 241)
182.918481;62.9475926736;Male;Ideal;(252, 218, 191);(56, 232, 227);(121, 125, 145)
165.8910322;52.5774816512;Female;Ideal;(127, 41, 44);(220, 178, 27);(98, 26, 30)
170.3707286;66.3569715824;Male;Ideal;(246, 215, 197);(121, 148, 237);(92, 21, 63)
163.5543592;49.839101387999996;Female;Ideal;(252, 218, 191);(35, 6, 38);(118, 201, 52)
176.1998762;63.071922240800006;Male;Ideal;(235, 185, 152);(5, 251, 252);(180, 17, 84)
173.6831934;54.3857261592;Female;Underweight;(252, 218, 191);(132, 35, 229);(200, 228, 35)
165.8878572;58.1989833848;Female;Ideal;(253, 220, 213);(194, 238, 133);(183, 178, 28)
170.527726;57.7163161376;Female;Ideal;(246, 215, 197);(126, 219, 188);(62, 135, 85)
173.7224872;52.267678315199994;Female;Underweight;(119, 78, 58);(215, 114, 45);(28, 41, 13)
168.381172;56.60714762;Female;Ideal;(243, 214, 200);(155, 208, 245);(41, 24, 3)
170.653964;57.584003351199996;Female;Ideal;(246, 215, 197);(146, 157, 183);(135, 110, 131)
167.61856240000003;50.4716807912;Female;Underweight;(243, 214, 200);(51, 130, 144);(9, 82, 17)
176.3621822;55.614416168800005;Female;Underweight;(119, 78, 58);(15, 146, 165);(229, 139, 63)
172.65556020000002;56.3399365728;Female;Ideal;(243, 214, 200);(204, 85, 213);(79, 183, 138)
172.1137782;56.5381109176;Female;Ideal;(127, 41, 44);(254, 152, 134);(48, 25, 157)
165.8077456;54.2119097048;Female;Ideal;(246, 215, 197);(154, 209, 10);(59, 25, 79)
187.5374456;63.1845944936;Male;Underweight;(252, 218, 191);(55, 91, 133);(213, 147, 151)
169.7053248;47.548461788;Female;Underweight;(119, 78, 58);(128, 247, 123);(85, 178, 208)
169.9110394;55.8110483008;Female;Ideal;(246, 215, 197);(46, 255, 169);(222, 60, 123)
166.96862720000001;53.9285961416;Female;Ideal;(252, 218, 191);(90, 167, 40);(131, 100, 206)
167.5963882;55.1086610888;Female;Ideal;(235, 185, 152);(191, 117, 207);(178, 114, 109)
169.12325840000003;54.090301689600004;Female;Ideal;(252, 218, 191);(155, 129, 241);(100, 27, 161)
170.4668676;61.245760848799996;Male;Ideal;(252, 218, 191);(189, 242, 49);(23, 55, 245)
167.3220174;52.720090975999994;Female;Ideal;(253, 220, 213);(80, 10, 193);(90, 60, 243)
169.6229018;49.5200447752;Female;Underweight;(127, 41, 44);(183, 215, 178);(165, 94, 69)
174.5888558;56.346876530399996;Female;Underweight;(246, 215, 197);(15, 30, 55);(141, 146, 57)
168.2157164;64.031087884;Female;Ideal;(119, 78, 58);(83, 90, 126);(144, 162, 5)
167.53758720000002;58.581452159200005;Female;Ideal;(204, 150, 103);(206, 251, 244);(127, 131, 18)
174.2026488;58.0004915256;Male;Ideal;(243, 214, 200);(183, 241, 114);(78, 193, 106)
169.14741379999998;54.850340444800004;Female;Ideal;(252, 218, 191);(172, 156, 215);(110, 67, 228)
170.0929796;57.8994765872;Female;Ideal;(246, 215, 197);(70, 78, 184);(188, 71, 164)
172.923581;46.0256627256;Female;Underweight;(253, 220, 213);(12, 4, 62);(38, 11, 29)
178.28323500000002;65.7675287784;Male;Ideal;(119, 78, 58);(26, 163, 60);(230, 72, 197)
166.4245846;50.3270756616;Female;Underweight;(243, 214, 200);(26, 122, 147);(140, 96, 36)
171.345987;60.265367100000006;Male;Ideal;(127, 41, 44);(55, 153, 221);(12, 35, 19)
171.221019;66.377972892;Male;Ideal;(204, 150, 103);(101, 150, 249);(123, 28, 59)
176.9404132;66.0381871248;Male;Ideal;(243, 214, 200);(77, 36, 213);(249, 184, 194)
167.12689459999999;54.813463415200005;Female;Ideal;(243, 214, 200);(119, 229, 12);(205, 152, 215)
167.90817320000002;52.5174714296;Female;Ideal;(246, 215, 197);(24, 181, 152);(191, 106, 171)
173.3292698;58.1967154248;Male;Ideal;(243, 214, 200);(84, 124, 237);(26, 147, 61)
172.7810362;57.8201887056;Female;Ideal;(127, 41, 44);(56, 155, 13);(43, 15, 59)
181.3317176;58.0035759512;Male;Underweight;(243, 214, 200);(9, 58, 231);(25, 11, 8)
166.958264;55.1112919224;Female;Ideal;(252, 218, 191);(206, 120, 192);(102, 144, 103)
168.74129320000003;51.1265315616;Female;Underweight;(226, 165, 137);(201, 56, 17);(96, 148, 90)
177.83324860000002;61.235827184;Male;Ideal;(252, 218, 191);(253, 6, 132);(191, 27, 73)
176.48290839999999;58.3677196088;Male;Ideal;(246, 215, 197);(83, 250, 118);(110, 56, 164)
174.3142056;56.4296570704;Female;Ideal;(127, 41, 44);(249, 34, 48);(233, 226, 213)
173.641385;63.514673392000006;Male;Ideal;(204, 150, 103);(91, 185, 28);(64, 130, 57)
173.7113112;53.305678248;Female;Underweight;(119, 78, 58);(77, 216, 25);(94, 227, 161)
174.6862902;65.25995933040001;Male;Ideal;(246, 215, 197);(242, 130, 65);(231, 135, 4)
177.605944;64.0337187176;Male;Ideal;(127, 41, 44);(56, 121, 172);(40, 211, 134)
181.7507668;70.73377150879999;Male;Ideal;(119, 78, 58);(83, 116, 197);(55, 34, 140)
173.8570056;60.785546405599995;Male;Ideal;(243, 214, 200);(239, 144, 3);(132, 203, 114)
169.4535092;59.011185219999994;Male;Ideal;(235, 185, 152);(115, 191, 197);(41, 201, 221)
169.3776902;48.183490588;Female;Underweight;(235, 185, 152);(77, 80, 18);(59, 168, 4)
172.5599546;50.8244846488;Female;Underweight;(226, 165, 137);(158, 147, 192);(199, 36, 155)
175.002317;61.7739687328;Male;Ideal;(204, 150, 103);(189, 61, 171);(120, 179, 197)
170.9214514;59.527599712;Male;Ideal;(243, 214, 200);(101, 68, 8);(239, 134, 202)
176.7131848;59.567107575200005;Male;Ideal;(246, 215, 197);(251, 106, 47);(194, 134, 234)
171.8939666;54.2160827512;Female;Underweight;(252, 218, 191);(78, 203, 99);(24, 175, 131)
175.36553700000002;53.068676427999996;Female;Underweight;(253, 220, 213);(74, 81, 108);(200, 210, 195)
172.637831;62.834058596;Male;Ideal;(252, 218, 191);(32, 57, 28);(174, 97, 134)
167.23314280000002;49.7371792656;Female;Underweight;(204, 150, 103);(195, 1, 108);(8, 89, 137)
167.0631152;59.038128584800006;Female;Ideal;(119, 78, 58);(201, 113, 51);(171, 91, 86)
180.69829239999999;62.1926341488;Male;Ideal;(235, 185, 152);(120, 75, 251);(74, 236, 189)
172.28959700000001;51.600172328;Female;Underweight;(119, 78, 58);(10, 248, 36);(248, 50, 146)
165.276022;52.15060622;Female;Ideal;(204, 150, 103);(204, 59, 171);(157, 238, 191)
177.05692299999998;57.9304569208;Female;Underweight;(235, 185, 152);(87, 84, 150);(70, 180, 251)
177.6217682;55.3369539424;Female;Underweight;(226, 165, 137);(104, 72, 215);(135, 43, 34)
167.9338526;53.5060298344;Female;Ideal;(226, 165, 137);(135, 24, 186);(171, 62, 8)
174.2786456;57.9300940472;Female;Ideal;(252, 218, 191);(47, 56, 123);(103, 209, 143)
175.253904;53.5065741448;Female;Underweight;(235, 185, 152);(123, 14, 164);(238, 149, 83)
169.6509434;56.7694881968;Female;Ideal;(204, 150, 103);(39, 86, 34);(9, 230, 232)
172.7800202;64.00301053919999;Male;Ideal;(246, 215, 197);(2, 147, 91);(51, 241, 122)
176.9683532;65.9895620624;Male;Ideal;(235, 185, 152);(138, 246, 23);(22, 18, 28)
182.42732120000002;52.64615548;Female;Underweight;(226, 165, 137);(23, 184, 93);(130, 135, 183)
184.77677039999998;61.5732089136;Male;Underweight;(204, 150, 103);(123, 156, 110);(58, 211, 30)
170.88995540000002;60.2936258816;Male;Ideal;(204, 150, 103);(62, 33, 250);(159, 25, 46)
171.221781;52.4634486224;Female;Underweight;(246, 215, 197);(130, 40, 61);(130, 124, 30)
174.07001;51.8539116928;Female;Underweight;(235, 185, 152);(252, 132, 116);(179, 218, 52)
173.9170004;67.563435584;Male;Ideal;(252, 218, 191);(237, 217, 131);(242, 241, 42)
174.0374218;64.49524857760001;Male;Ideal;(204, 150, 103);(67, 198, 213);(142, 30, 237)
161.86223660000002;60.82850156800001;Female;Ideal;(246, 215, 197);(137, 7, 102);(150, 232, 90)
171.9702682;64.3613482192;Male;Ideal;(252, 218, 191);(158, 128, 182);(9, 114, 17)
176.456721;62.9333498848;Male;Ideal;(252, 218, 191);(12, 135, 83);(125, 101, 42)
169.42302920000003;60.984990808000006;Male;Ideal;(204, 150, 103);(173, 64, 219);(101, 6, 155)
165.68740040000003;53.077838986399996;Female;Ideal;(253, 220, 213);(111, 68, 133);(195, 184, 117)
177.53261419999998;52.4693453184;Female;Underweight;(235, 185, 152);(53, 90, 32);(151, 63, 239)
177.36941919999998;61.139892476;Male;Ideal;(127, 41, 44);(8, 155, 47);(92, 48, 120)
166.110666;54.6916739632;Female;Ideal;(243, 214, 200);(13, 102, 43);(141, 150, 123)
173.5382356;54.468914932;Female;Underweight;(243, 214, 200);(74, 203, 108);(252, 9, 12)
167.484933;38.264930401600004;Female;Underweight;(127, 41, 44);(223, 214, 159);(93, 205, 160)
178.049047;63.021800324800004;Male;Ideal;(243, 214, 200);(168, 11, 54);(16, 195, 124)
167.78048740000003;65.101565004;Female;Ideal;(204, 150, 103);(133, 156, 141);(255, 38, 218)
173.3164174;55.8529148424;Female;Ideal;(235, 185, 152);(139, 29, 111);(125, 145, 46)
165.6526532;52.4017147512;Female;Ideal;(253, 220, 213);(216, 2, 234);(135, 188, 159)
175.67079420000002;54.877555964799996;Female;Underweight;(204, 150, 103);(218, 216, 223);(149, 121, 136)
171.7056256;54.7246501016;Female;Ideal;(226, 165, 137);(104, 149, 181);(229, 165, 89)
170.9069734;56.261374438400004;Female;Ideal;(253, 220, 213);(190, 90, 91);(226, 68, 53)
169.7818042;53.1717778896;Female;Underweight;(127, 41, 44);(91, 44, 121);(118, 203, 238)
172.93033739999998;58.0415416016;Male;Ideal;(204, 150, 103);(0, 152, 7);(4, 109, 179)
169.08757139999997;52.9580906984;Female;Ideal;(252, 218, 191);(153, 236, 42);(58, 40, 189)
178.2311142;55.3362735544;Female;Underweight;(246, 215, 197);(41, 123, 38);(216, 164, 163)
172.3418702;56.243230758399996;Female;Ideal;(127, 41, 44);(4, 57, 194);(19, 252, 70)
169.2226486;49.37575716;Female;Underweight;(253, 220, 213);(178, 204, 96);(156, 77, 241)
161.76792640000002;47.471759380799995;Female;Underweight;(127, 41, 44);(189, 55, 86);(96, 255, 179)
172.810424;59.98663481599999;Male;Ideal;(204, 150, 103);(202, 206, 188);(85, 5, 27)
170.03014000000002;57.6893727728;Female;Ideal;(119, 78, 58);(75, 138, 85);(29, 85, 175)
168.30781679999998;56.7538392728;Female;Ideal;(243, 214, 200);(240, 92, 202);(168, 198, 222)
179.654454;60.473792624;Male;Ideal;(204, 150, 103);(202, 184, 205);(228, 177, 53)
179.5994376;55.4908123488;Female;Underweight;(235, 185, 152);(225, 79, 10);(216, 147, 41)
186.1025488;59.0865268512;Male;Underweight;(235, 185, 152);(245, 238, 90);(172, 50, 236)
162.0271334;52.953736215199996;Female;Ideal;(204, 150, 103);(147, 20, 67);(176, 91, 141)
172.31636859999998;57.0860954128;Female;Ideal;(252, 218, 191);(57, 69, 69);(86, 150, 194)
172.1626732;45.643602183999995;Female;Underweight;(226, 165, 137);(191, 214, 142);(116, 200, 229)
170.7870854;53.748157244;Female;Underweight;(235, 185, 152);(147, 16, 136);(92, 179, 156)
169.56280539999997;62.19902979599999;Male;Ideal;(252, 218, 191);(32, 31, 112);(96, 87, 0)
175.3386892;53.8409621672;Female;Underweight;(127, 41, 44);(226, 152, 240);(243, 113, 54)
174.05736080000003;56.3198424472;Female;Ideal;(253, 220, 213);(82, 202, 42);(156, 179, 10)
164.2216426;56.6736895664;Female;Ideal;(243, 214, 200);(46, 16, 117);(163, 231, 13)
165.463093;57.3289939288;Female;Ideal;(253, 220, 213);(137, 209, 198);(250, 54, 150)
169.52274960000003;55.122994596;Female;Ideal;(243, 214, 200);(44, 240, 142);(68, 52, 17)
